codice_scuola|tipo_assenza|scuola|regionale|nazione
"CHIS00600V"|"malattia"|4|9|8
"CHIS00700P"|"Altri"|6|5|4
"CHIS00700P"|"Maternità"|7|5|6
"CHIS00700P"|"malattia"|5|9|8
"CHIS00800E"|"Altri"|2|5|4
"CHIS00800E"|"Maternità"|8|5|6
"CHIS00800E"|"malattia"|3|9|8
"CHIS00900A"|"Altri"|3|5|4
"CHIS00900A"|"Maternità"|2|5|6
"CHIS00900A"|"malattia"|5|9|8
"CHMM059008"|"Altri"|1|5|4
"CHMM059008"|"Maternità"|7|5|6
"CHMM059008"|"malattia"|5|9|8
"CHMM062004"|"Altri"|3|5|4
"CHMM062004"|"Maternità"|16|5|6
"CHMM062004"|"malattia"|11|9|8
"CHMM06500G"|"Altri"|5|5|4
"CHMM06500G"|"Maternità"|2|5|6
"CHMM06500G"|"malattia"|6|9|8
"CHMM089004"|"Altri"|6|5|4
"CHMM089004"|"Maternità"|2|5|6
"CHMM089004"|"malattia"|3|9|8
"CHMM110008"|"Altri"|2|5|4
"CHMM110008"|"Maternità"|1|5|6
"CHMM110008"|"malattia"|8|9|8
"CHMM137008"|"Altri"|3|5|4
"CHMM137008"|"Maternità"|0|5|6
"CHMM137008"|"malattia"|7|9|8
"CHMM140004"|"Altri"|3|5|4
"CHMM140004"|"Maternità"|0|5|6
"CHMM140004"|"malattia"|6|9|8
"CHMM14900E"|"Altri"|10|5|4
"CHMM14900E"|"Maternità"|7|5|6
"CHMM14900E"|"malattia"|5|9|8
"CHMM15000P"|"Altri"|7|5|4
"CHMM15000P"|"Maternità"|0|5|6
"CHMM15000P"|"malattia"|6|9|8
"CHPM010001"|"Altri"|1|5|4
"CHPM010001"|"Maternità"|2|5|6
"CHPM010001"|"malattia"|10|9|8
"CHPM02000G"|"Altri"|3|5|4
"CHPM02000G"|"Maternità"|6|5|6
"CHPM02000G"|"malattia"|9|9|8
"CHPS01000X"|"Altri"|9|5|4
"CHPS01000X"|"Maternità"|0|5|6
"CHPS01000X"|"malattia"|9|9|8
"CHPS02000E"|"Altri"|5|5|4
"CHPS02000E"|"Maternità"|1|5|6
"CHPS02000E"|"malattia"|4|9|8
"CHPS030005"|"Altri"|3|5|4
"CHPS030005"|"Maternità"|8|5|6
"CHPS030005"|"malattia"|4|9|8
"CHPS04000Q"|"Altri"|9|5|4
"CHPS04000Q"|"Maternità"|5|5|6
"CHPS04000Q"|"malattia"|5|9|8
"CHPS05000A"|"Altri"|2|5|4
"CHPS05000A"|"Maternità"|0|5|6
"CHPS05000A"|"malattia"|2|9|8
"CHRC011019"|"Altri"|3|5|4
"CHRC011019"|"Maternità"|1|5|6
"CHRC011019"|"malattia"|15|9|8
"CHRH01000N"|"Altri"|7|5|4
"CHRH01000N"|"Maternità"|3|5|6
"CHRH01000N"|"malattia"|5|9|8
"CHRI010005"|"Altri"|5|5|4
"CHRI010005"|"Maternità"|4|5|6
"CHRI010005"|"malattia"|8|9|8
"CHTD02000A"|"Altri"|16|5|4
"CHTD02000A"|"Maternità"|3|5|6
"CHTD02000A"|"malattia"|8|9|8
"CHTD030001"|"Altri"|9|5|4
"CHTD030001"|"Maternità"|2|5|6
"CHTD030001"|"malattia"|10|9|8
"CHTD04000G"|"Altri"|3|5|4
"CHTD04000G"|"Maternità"|2|5|6
"CHTD04000G"|"malattia"|12|9|8
"CHTD07000B"|"Altri"|3|5|4
"CHTD07000B"|"Maternità"|4|5|6
"CHTD07000B"|"malattia"|5|9|8
"CHTD09000L"|"Altri"|9|5|4
"CHTD09000L"|"Maternità"|3|5|6
"CHTD09000L"|"malattia"|5|9|8
"CHTD100002"|"Altri"|4|5|4
"CHTD100002"|"Maternità"|0|5|6
"CHTD100002"|"malattia"|4|9|8
"CHTF01101V"|"Altri"|7|5|4
"CHTF01101V"|"Maternità"|0|5|6
"CHTF01101V"|"malattia"|8|9|8
"CHTF01201P"|"Altri"|8|5|4
"CHTF01201P"|"Maternità"|0|5|6
"CHTF01201P"|"malattia"|5|9|8
"CHTF01301E"|"Altri"|6|5|4
"CHTF01301E"|"Maternità"|1|5|6
"CHTF01301E"|"malattia"|7|9|8
"CHTH01000D"|"Altri"|2|5|4
"CHTH01000D"|"Maternità"|2|5|6
"CHTH01000D"|"malattia"|10|9|8
"CHVC010004"|"Altri"|3|5|4
"CHVC010004"|"Maternità"|5|5|6
"CHVC010004"|"malattia"|15|9|8
"CLEE001006"|"Altri"|3|5|4
"CLEE001006"|"Maternità"|3|4|6
"CLEE001006"|"malattia"|5|10|8
"CLEE002002"|"Altri"|5|5|4
"CLEE002002"|"Maternità"|1|4|6
"CLEE002002"|"malattia"|8|10|8
"CLEE00300T"|"Altri"|6|5|4
"CLEE00300T"|"Maternità"|6|4|6
"CLEE00300T"|"malattia"|13|10|8
"CLEE00400N"|"Altri"|1|5|4
"CLEE00400N"|"Maternità"|13|4|6
"CLEE00400N"|"malattia"|15|10|8
"CLEE00500D"|"Altri"|6|5|4
"CLEE00500D"|"Maternità"|3|4|6
"CLEE00500D"|"malattia"|10|10|8
"CLEE006009"|"Altri"|4|5|4
"CLEE006009"|"Maternità"|1|4|6
"CLEE006009"|"malattia"|11|10|8
"CLEE00900R"|"Altri"|3|5|4
"CLEE00900R"|"Maternità"|1|4|6
"CLEE00900R"|"malattia"|12|10|8
"CLEE010001"|"Altri"|5|5|4
"CLEE010001"|"Maternità"|4|4|6
"CLEE010001"|"malattia"|11|10|8
"CLEE01100R"|"Altri"|5|5|4
"CLEE01100R"|"Maternità"|4|4|6
"CLEE01100R"|"malattia"|9|10|8
"CLEE01200L"|"Altri"|5|5|4
"CLEE01200L"|"Maternità"|8|4|6
"CLEE01200L"|"malattia"|16|10|8
"CLEE01300C"|"Altri"|6|5|4
"CLEE01300C"|"Maternità"|3|4|6
"CLEE01300C"|"malattia"|12|10|8
"CLEE014008"|"Altri"|5|5|4
"CLEE014008"|"Maternità"|4|4|6
"CLEE014008"|"malattia"|8|10|8
"CLEE015004"|"Altri"|8|5|4
"CLEE015004"|"Maternità"|10|4|6
"CLEE015004"|"malattia"|12|10|8
"CLEE02000G"|"Altri"|4|5|4
"CLEE02000G"|"Maternità"|0|4|6
"CLEE02000G"|"malattia"|11|10|8
"CLEE02100B"|"Altri"|3|5|4
"CLEE02100B"|"Maternità"|5|4|6
"CLEE02100B"|"malattia"|20|10|8
"CLEE023003"|"Altri"|4|5|4
"CLEE023003"|"Maternità"|3|4|6
"CLEE023003"|"malattia"|13|10|8
"CLEE02400V"|"Altri"|8|5|4
"CLEE02400V"|"Maternità"|5|4|6
"CLEE02400V"|"malattia"|12|10|8
"CLEE02500P"|"Altri"|5|5|4
"CLEE02500P"|"Maternità"|1|4|6
"CLEE02500P"|"malattia"|11|10|8
"CLEE031002"|"Altri"|3|5|4
"CLEE031002"|"Maternità"|5|4|6
"CLEE031002"|"malattia"|11|10|8
"CLIC80300Q"|"Altri"|2|5|4
"CLIC80300Q"|"Maternità"|4|4|6
"CLIC80300Q"|"malattia"|6|10|8
"CLIC80400G"|"Altri"|4|5|4
"CLIC80400G"|"Maternità"|2|4|6
"CLIC80400G"|"malattia"|10|10|8
"CLIC80500B"|"Altri"|4|5|4
"CLIC80500B"|"Maternità"|8|4|6
"CLIC80500B"|"malattia"|13|10|8
"CLIC806007"|"Altri"|4|5|4
"CLIC806007"|"Maternità"|4|4|6
"CLIC806007"|"malattia"|15|10|8
"CLIC807003"|"Altri"|3|5|4
"CLIC807003"|"Maternità"|0|4|6
"CLIC807003"|"malattia"|8|10|8
"CLIC80800V"|"Altri"|4|5|4
"CLIC80800V"|"Maternità"|1|4|6
"CLIC80800V"|"malattia"|7|10|8
"CLIC80900P"|"Altri"|4|5|4
"CLIC80900P"|"Maternità"|0|4|6
"CLIC80900P"|"malattia"|12|10|8
"CLIC81000V"|"Altri"|6|5|4
"CLIC81000V"|"Maternità"|5|4|6
"CLIC81000V"|"malattia"|11|10|8
"CLIC81100P"|"Altri"|4|5|4
"CLIC81100P"|"Maternità"|6|4|6
"CLIC81100P"|"malattia"|16|10|8
"CLIC81200E"|"Altri"|6|5|4
"CLIC81200E"|"Maternità"|1|4|6
"CLIC81200E"|"malattia"|12|10|8
"CLIC81300A"|"Altri"|4|5|4
"CLIC81300A"|"Maternità"|1|4|6
"CLIC81300A"|"malattia"|18|10|8
"CLIC814006"|"Altri"|4|5|4
"CLIC814006"|"Maternità"|2|4|6
"CLIC814006"|"malattia"|9|10|8
"CLIC815002"|"Altri"|5|5|4
"CLIC815002"|"Maternità"|0|4|6
"CLIC815002"|"malattia"|9|10|8
"CLIC81600T"|"Altri"|4|5|4
"CLIC81600T"|"Maternità"|3|4|6
"CLIC81600T"|"malattia"|10|10|8
"CLIC81700N"|"Altri"|3|5|4
"CLIC81700N"|"Maternità"|4|4|6
"CLIC81700N"|"malattia"|13|10|8
"CLIC81800D"|"Altri"|1|5|4
"CLIC81800D"|"Maternità"|0|4|6
"CLIC81800D"|"malattia"|10|10|8
"CLIC819009"|"Altri"|4|5|4
"CLIC819009"|"Maternità"|3|4|6
"CLIC819009"|"malattia"|11|10|8
"CLIC82000D"|"Altri"|6|5|4
"CLIC82000D"|"Maternità"|1|4|6
"CLIC82000D"|"malattia"|11|10|8
"CLIS001008"|"Altri"|7|5|4
"CLIS001008"|"Maternità"|8|4|6
"CLIS001008"|"malattia"|6|10|8
"CLIS002004"|"Altri"|8|5|4
"CLIS002004"|"Maternità"|10|4|6
"CLIS002004"|"malattia"|13|10|8
"CLIS00300X"|"Altri"|7|5|4
"CLIS00300X"|"Maternità"|6|4|6
"CLIS00300X"|"malattia"|11|10|8
"CLIS00400Q"|"Altri"|2|5|4
"CLIS00400Q"|"Maternità"|0|4|6
"CLIS00400Q"|"malattia"|3|10|8
"CLIS00600B"|"Altri"|2|5|4
"CLIS00600B"|"Maternità"|2|4|6
"CLIS00600B"|"malattia"|8|10|8
"CLIS007007"|"Altri"|4|5|4
"CLIS007007"|"Maternità"|1|4|6
"CLIS007007"|"malattia"|7|10|8
"CLIS008003"|"Altri"|4|5|4
"CLIS008003"|"Maternità"|5|4|6
"CLIS008003"|"malattia"|8|10|8
"CLIS00900V"|"Altri"|2|5|4
"CLIS00900V"|"Maternità"|2|4|6
"CLIS00900V"|"malattia"|7|10|8
"CLMM002001"|"Altri"|3|5|4
"CLMM002001"|"Maternità"|0|4|6
"CLMM002001"|"malattia"|6|10|8
"CLMM00500C"|"Altri"|1|5|4
"CLMM00500C"|"Maternità"|3|4|6
"CLMM00500C"|"malattia"|7|10|8
"CLMM007004"|"Altri"|4|5|4
"CLMM007004"|"Maternità"|2|4|6
"CLMM007004"|"malattia"|11|10|8
"CLMM01100Q"|"Altri"|5|5|4
"CLMM01100Q"|"Maternità"|7|4|6
"CLMM01100Q"|"malattia"|10|10|8
"CLMM01200G"|"Altri"|4|5|4
"CLMM01200G"|"Maternità"|13|4|6
"CLMM01200G"|"malattia"|16|10|8
"CLMM014007"|"Altri"|4|5|4
"CLMM014007"|"Maternità"|9|4|6
"CLMM014007"|"malattia"|11|10|8
"CLMM015003"|"Altri"|1|5|4
"CLMM015003"|"Maternità"|4|4|6
"CLMM015003"|"malattia"|5|10|8
"CLMM023002"|"Altri"|3|5|4
"CLMM023002"|"Maternità"|8|4|6
"CLMM023002"|"malattia"|12|10|8
"CLMM02400T"|"Altri"|5|5|4
"CLMM02400T"|"Maternità"|15|4|6
"CLMM02400T"|"malattia"|10|10|8
"CLMM029001"|"Altri"|4|5|4
"CLMM029001"|"Maternità"|0|4|6
"CLMM029001"|"malattia"|7|10|8
"CLPC02000X"|"Altri"|4|5|4
"CLPC02000X"|"Maternità"|0|4|6
"CLPC02000X"|"malattia"|6|10|8
"CLPM01000D"|"Altri"|4|5|4
"CLPM01000D"|"Maternità"|8|4|6
"CLPM01000D"|"malattia"|9|10|8
"CLPS01000C"|"Altri"|2|5|4
"CLPS01000C"|"Maternità"|3|4|6
"CLPS01000C"|"malattia"|7|10|8
"CLPS03000N"|"Altri"|5|5|4
"CLPS03000N"|"Maternità"|6|4|6
"CLPS03000N"|"malattia"|5|10|8
"CLRI01000N"|"Altri"|5|5|4
"CLRI01000N"|"Maternità"|1|4|6
"CLRI01000N"|"malattia"|8|10|8
"CLRI03000V"|"Altri"|12|5|4
"CLRI03000V"|"Maternità"|5|4|6
"CLRI03000V"|"malattia"|8|10|8
"CLSD01000V"|"Altri"|4|5|4
"CLSD01000V"|"Maternità"|5|4|6
"CLSD01000V"|"malattia"|11|10|8
"CLTD03000D"|"Altri"|2|5|4
"CLTD03000D"|"Maternità"|4|4|6
"CLTD03000D"|"malattia"|7|10|8
"CLTD090005"|"Altri"|13|5|4
"CLTD090005"|"Maternità"|3|4|6
"CLTD090005"|"malattia"|11|10|8
"CLTE01000Q"|"Altri"|4|5|4
"CLTE01000Q"|"Maternità"|0|4|6
"CLTE01000Q"|"malattia"|6|10|8
"CLTF01000E"|"Altri"|4|5|4
"CLTF01000E"|"Maternità"|2|4|6
"CLTF01000E"|"malattia"|6|10|8
"CLTF020005"|"Altri"|5|5|4
"CLTF020005"|"Maternità"|3|4|6
"CLTF020005"|"malattia"|10|10|8
"CNEE00100R"|"Altri"|8|4|4
"CNEE00100R"|"Maternità"|7|6|6
"CNEE00100R"|"malattia"|6|6|8
"CNEE00300C"|"Altri"|3|4|4
"CNEE00300C"|"Maternità"|8|6|6
"CNEE00300C"|"malattia"|4|6|8
"CNEE01400V"|"Altri"|2|4|4
"CNEE01400V"|"Maternità"|8|6|6
"CNEE01400V"|"malattia"|5|6|8
"CNEE03200C"|"Altri"|1|4|4
"CNEE03200C"|"Maternità"|11|6|6
"CNEE03200C"|"malattia"|9|6|8
"CNEE033008"|"Altri"|6|4|4
"CNEE033008"|"Maternità"|23|6|6
"CNEE033008"|"malattia"|5|6|8
"CNEE03700G"|"Altri"|1|4|4
"CNEE03700G"|"Maternità"|6|6|6
"CNEE03700G"|"malattia"|6|6|8
"CNEE05900C"|"Altri"|1|4|4
"CNEE05900C"|"Maternità"|3|6|6
"CNEE05900C"|"malattia"|5|6|8
"CNEE06000L"|"Altri"|6|4|4
"CNEE06000L"|"Maternità"|0|6|6
"CNEE06000L"|"malattia"|4|6|8
"CNEE06100C"|"Altri"|2|4|4
"CNEE06100C"|"Maternità"|1|6|6
"CNEE06100C"|"malattia"|2|6|8
"CNEE062008"|"Altri"|2|4|4
"CNEE062008"|"Maternità"|13|6|6
"CNEE062008"|"malattia"|5|6|8
"CNEE063004"|"Altri"|4|4|4
"CNEE063004"|"Maternità"|8|6|6
"CNEE063004"|"malattia"|4|6|8
"CNEE06400X"|"Altri"|2|4|4
"CNEE06400X"|"Maternità"|12|6|6
"CNEE06400X"|"malattia"|5|6|8
"CNEE06600G"|"Altri"|4|4|4
"CNEE06600G"|"Maternità"|8|6|6
"CNEE06600G"|"malattia"|4|6|8
"CNEE068007"|"Altri"|2|4|4
"CNEE068007"|"Maternità"|8|6|6
"CNEE068007"|"malattia"|6|6|8
"CNEE069003"|"Altri"|2|4|4
"CNEE069003"|"Maternità"|10|6|6
"CNEE069003"|"malattia"|4|6|8
"CNEE070007"|"Altri"|2|4|4
"CNEE070007"|"Maternità"|5|6|6
"CNEE070007"|"malattia"|8|6|8
"CNEE071003"|"Altri"|2|4|4
"CNEE071003"|"Maternità"|19|6|6
"CNEE071003"|"malattia"|6|6|8
"CNEE07200V"|"Altri"|1|4|4
"CNEE07200V"|"Maternità"|11|6|6
"CNEE07200V"|"malattia"|3|6|8
"CNEE07300P"|"Altri"|1|4|4
"CNEE07300P"|"Maternità"|15|6|6
"CNEE07300P"|"malattia"|5|6|8
"CNIC80200E"|"Altri"|4|4|4
"CNIC80200E"|"Maternità"|12|6|6
"CNIC80200E"|"malattia"|5|6|8
"CNIC80300A"|"Altri"|1|4|4
"CNIC80300A"|"Maternità"|4|6|6
"CNIC80300A"|"malattia"|1|6|8
"CNIC804006"|"Altri"|2|4|4
"CNIC804006"|"Maternità"|6|6|6
"CNIC804006"|"malattia"|3|6|8
"CNIC805002"|"Altri"|2|4|4
"CNIC805002"|"Maternità"|5|6|6
"CNIC805002"|"malattia"|4|6|8
"CNIC80600T"|"Altri"|3|4|4
"CNIC80600T"|"Maternità"|12|6|6
"CNIC80600T"|"malattia"|4|6|8
"CNIC80700N"|"Altri"|2|4|4
"CNIC80700N"|"Maternità"|10|6|6
"CNIC80700N"|"malattia"|4|6|8
"CNIC80800D"|"Altri"|6|4|4
"CNIC80800D"|"Maternità"|3|6|6
"CNIC80800D"|"malattia"|7|6|8
"CNIC809009"|"Altri"|1|4|4
"CNIC809009"|"Maternità"|4|6|6
"CNIC809009"|"malattia"|2|6|8
"CNIC81000D"|"Altri"|2|4|4
"CNIC81000D"|"Maternità"|17|6|6
"CNIC81000D"|"malattia"|4|6|8
"CNIC811009"|"Altri"|6|4|4
"CNIC811009"|"Maternità"|11|6|6
"CNIC811009"|"malattia"|7|6|8
"CNIC812005"|"Altri"|3|4|4
"CNIC812005"|"Maternità"|7|6|6
"CNIC812005"|"malattia"|4|6|8
"CNIC813001"|"Altri"|4|4|4
"CNIC813001"|"Maternità"|7|6|6
"CNIC813001"|"malattia"|3|6|8
"CNIC81400R"|"Altri"|1|4|4
"CNIC81400R"|"Maternità"|3|6|6
"CNIC81400R"|"malattia"|5|6|8
"CNIC81500L"|"Altri"|3|4|4
"CNIC81500L"|"Maternità"|8|6|6
"CNIC81500L"|"malattia"|3|6|8
"CNIC81600C"|"Altri"|1|4|4
"CNIC81600C"|"Maternità"|1|6|6
"CNIC81600C"|"malattia"|3|6|8
"CNIC817008"|"Altri"|3|4|4
"CNIC817008"|"Maternità"|6|6|6
"CNIC817008"|"malattia"|6|6|8
"CNIC818004"|"Altri"|2|4|4
"CNIC818004"|"Maternità"|7|6|6
"CNIC818004"|"malattia"|6|6|8
"CNIC81900X"|"Altri"|1|4|4
"CNIC81900X"|"Maternità"|13|6|6
"CNIC81900X"|"malattia"|6|6|8
"CNIC820004"|"Altri"|1|4|4
"CNIC820004"|"Maternità"|1|6|6
"CNIC820004"|"malattia"|11|6|8
"CNIC82100X"|"Altri"|2|4|4
"CNIC82100X"|"Maternità"|9|6|6
"CNIC82100X"|"malattia"|4|6|8
"CNIC82200Q"|"Altri"|3|4|4
"CNIC82200Q"|"Maternità"|6|6|6
"CNIC82200Q"|"malattia"|7|6|8
"CNIC82300G"|"Altri"|1|4|4
"CNIC82300G"|"Maternità"|0|6|6
"CNIC82300G"|"malattia"|3|6|8
"CNIC82400B"|"Altri"|1|4|4
"CNIC82400B"|"Maternità"|8|6|6
"CNIC82400B"|"malattia"|3|6|8
"CNIC825007"|"Altri"|1|4|4
"CNIC825007"|"Maternità"|3|6|6
"CNIC825007"|"malattia"|4|6|8
"CNIC826003"|"Altri"|2|4|4
"CNIC826003"|"Maternità"|6|6|6
"CNIC826003"|"malattia"|4|6|8
"CNIC82700V"|"Altri"|1|4|4
"CNIC82700V"|"Maternità"|4|6|6
"CNIC82700V"|"malattia"|11|6|8
"CNIC82800P"|"Altri"|6|4|4
"CNIC82800P"|"Maternità"|15|6|6
"CNIC82800P"|"malattia"|4|6|8
"CNIC83000P"|"Altri"|1|4|4
"CNIC83000P"|"Maternità"|5|6|6
"CNIC83000P"|"malattia"|3|6|8
"CNIC83100E"|"Altri"|7|4|4
"CNIC83100E"|"Maternità"|8|6|6
"CNIC83100E"|"malattia"|3|6|8
"CNIC83200A"|"Altri"|2|4|4
"CNIC83200A"|"Maternità"|12|6|6
"CNIC83200A"|"malattia"|4|6|8
"CNIC833006"|"Altri"|1|4|4
"CNIC833006"|"Maternità"|23|6|6
"CNIC833006"|"malattia"|3|6|8
"CNIC834002"|"Altri"|3|4|4
"CNIC834002"|"Maternità"|8|6|6
"CNIC834002"|"malattia"|4|6|8
"CNIC83500T"|"Altri"|1|4|4
"CNIC83500T"|"Maternità"|6|6|6
"CNIC83500T"|"malattia"|4|6|8
"CNIC83600N"|"Altri"|2|4|4
"CNIC83600N"|"Maternità"|5|6|6
"CNIC83600N"|"malattia"|3|6|8
"CNIC83700D"|"Altri"|2|4|4
"CNIC83700D"|"Maternità"|9|6|6
"CNIC83700D"|"malattia"|6|6|8
"CNIC838009"|"Altri"|6|4|4
"CNIC838009"|"Maternità"|12|6|6
"CNIC838009"|"malattia"|8|6|8
"CNIC839005"|"Altri"|2|4|4
"CNIC839005"|"Maternità"|6|6|6
"CNIC839005"|"malattia"|9|6|8
"CNIC840009"|"Altri"|2|4|4
"CNIC840009"|"Maternità"|4|6|6
"CNIC840009"|"malattia"|7|6|8
"CNIC841005"|"Altri"|1|4|4
"CNIC841005"|"Maternità"|1|6|6
"CNIC841005"|"malattia"|6|6|8
"CNIC842001"|"Altri"|1|4|4
"CNIC842001"|"Maternità"|5|6|6
"CNIC842001"|"malattia"|4|6|8
"CNIC84300R"|"Altri"|2|4|4
"CNIC84300R"|"Maternità"|12|6|6
"CNIC84300R"|"malattia"|4|6|8
"CNIC84400L"|"Altri"|2|4|4
"CNIC84400L"|"Maternità"|5|6|6
"CNIC84400L"|"malattia"|12|6|8
"CNIC84500C"|"Altri"|3|4|4
"CNIC84500C"|"Maternità"|14|6|6
"CNIC84500C"|"malattia"|2|6|8
"CNIC846008"|"Altri"|2|4|4
"CNIC846008"|"Maternità"|3|6|6
"CNIC846008"|"malattia"|3|6|8
"CNIC847004"|"Altri"|3|4|4
"CNIC847004"|"Maternità"|12|6|6
"CNIC847004"|"malattia"|3|6|8
"CNIC84800X"|"Altri"|3|4|4
"CNIC84800X"|"Maternità"|11|6|6
"CNIC84800X"|"malattia"|4|6|8
"CNIC84900Q"|"Altri"|1|4|4
"CNIC84900Q"|"Maternità"|6|6|6
"CNIC84900Q"|"malattia"|6|6|8
"CNIC85000X"|"Altri"|10|4|4
"CNIC85000X"|"Maternità"|2|6|6
"CNIC85000X"|"malattia"|5|6|8
"CNIS00100V"|"Altri"|2|4|4
"CNIS00100V"|"Maternità"|3|6|6
"CNIS00100V"|"malattia"|6|6|8
"CNIS00200P"|"Altri"|6|4|4
"CNIS00200P"|"Maternità"|9|6|6
"CNIS00200P"|"malattia"|7|6|8
"CNIS00300E"|"Altri"|2|4|4
"CNIS00300E"|"Maternità"|6|6|6
"CNIS00300E"|"malattia"|8|6|8
"CNIS00400A"|"Altri"|1|4|4
"CNIS00400A"|"Maternità"|6|6|6
"CNIS00400A"|"malattia"|4|6|8
"CNIS006002"|"Altri"|6|4|4
"CNIS006002"|"Maternità"|4|6|6
"CNIS006002"|"malattia"|2|6|8
"CNIS00700T"|"Altri"|5|4|4
"CNIS00700T"|"Maternità"|9|6|6
"CNIS00700T"|"malattia"|5|6|8
"CNIS00800N"|"Altri"|2|4|4
"CNIS00800N"|"Maternità"|12|6|6
"CNIS00800N"|"malattia"|5|6|8
"CNIS01100D"|"Altri"|5|4|4
"CNIS01100D"|"Maternità"|18|6|6
"CNIS01100D"|"malattia"|10|6|8
"CNIS012009"|"Altri"|8|4|4
"CNIS012009"|"Maternità"|8|6|6
"CNIS012009"|"malattia"|13|6|8
"CNIS014001"|"Altri"|1|4|4
"CNIS014001"|"Maternità"|3|6|6
"CNIS014001"|"malattia"|6|6|8
"CNIS01600L"|"Altri"|3|4|4
"CNIS01600L"|"Maternità"|7|6|6
"CNIS01600L"|"malattia"|5|6|8
"CNIS01700C"|"Altri"|4|4|4
"CNIS01700C"|"Maternità"|2|6|6
"CNIS01700C"|"malattia"|7|6|8
"CNIS019004"|"Altri"|5|4|4
"CNIS019004"|"Maternità"|1|6|6
"CNIS019004"|"malattia"|4|6|8
"CNIS021004"|"Altri"|1|4|4
"CNIS021004"|"Maternità"|3|6|6
"CNIS021004"|"malattia"|3|6|8
"CNIS02200X"|"Altri"|1|4|4
"CNIS02200X"|"Maternità"|1|6|6
"CNIS02200X"|"malattia"|2|6|8
"CNIS02300Q"|"Altri"|3|4|4
"CNIS02300Q"|"Maternità"|7|6|6
"CNIS02300Q"|"malattia"|6|6|8
"CNMM146006"|"Altri"|1|4|4
"CNMM146006"|"Maternità"|4|6|6
"CNMM146006"|"malattia"|3|6|8
"CNMM147002"|"Altri"|5|4|4
"CNMM147002"|"Maternità"|5|6|6
"CNMM147002"|"malattia"|4|6|8
"CNMM14800T"|"Altri"|1|4|4
"CNMM14800T"|"Maternità"|6|6|6
"CNMM14800T"|"malattia"|3|6|8
"CNMM14900N"|"Altri"|2|4|4
"CNMM14900N"|"Maternità"|10|6|6
"CNMM14900N"|"malattia"|4|6|8
"CNMM15000T"|"Altri"|4|4|4
"CNMM15000T"|"Maternità"|0|6|6
"CNMM15000T"|"malattia"|4|6|8
"CNMM153009"|"Altri"|7|4|4
"CNMM153009"|"Maternità"|7|6|6
"CNMM153009"|"malattia"|3|6|8
"CNMM154005"|"Altri"|2|4|4
"CNMM154005"|"Maternità"|6|6|6
"CNMM154005"|"malattia"|7|6|8
"CNMM15700L"|"Altri"|8|4|4
"CNMM15700L"|"Maternità"|4|6|6
"CNMM15700L"|"malattia"|3|6|8
"CNPC030005"|"Altri"|1|4|4
"CNPC030005"|"Maternità"|3|6|6
"CNPC030005"|"malattia"|2|6|8
"CNPC060001"|"Altri"|1|4|4
"CNPC060001"|"Maternità"|1|6|6
"CNPC060001"|"malattia"|5|6|8
"CNPM010004"|"Altri"|1|4|4
"CNPM010004"|"Maternità"|3|6|6
"CNPM010004"|"malattia"|2|6|8
"CNPM04000X"|"Altri"|3|4|4
"CNPM04000X"|"Maternità"|10|6|6
"CNPM04000X"|"malattia"|2|6|8
"CNPS010003"|"Altri"|1|4|4
"CNPS010003"|"Maternità"|1|6|6
"CNPS010003"|"malattia"|9|6|8
"CNPS02000N"|"Altri"|1|4|4
"CNPS02000N"|"Maternità"|4|6|6
"CNPS02000N"|"malattia"|4|6|8
"CNPS030008"|"Altri"|1|4|4
"CNPS030008"|"Maternità"|6|6|6
"CNPS030008"|"malattia"|2|6|8
"CNPS04000V"|"Altri"|1|4|4
"CNPS04000V"|"Maternità"|4|6|6
"CNPS04000V"|"malattia"|4|6|8
"CNPS05000D"|"Altri"|2|4|4
"CNPS05000D"|"Maternità"|0|6|6
"CNPS05000D"|"malattia"|2|6|8
"CNRH01000R"|"Altri"|3|4|4
"CNRH01000R"|"Maternità"|13|6|6
"CNRH01000R"|"malattia"|3|6|8
"CNRH02000B"|"Altri"|4|4|4
"CNRH02000B"|"Maternità"|7|6|6
"CNRH02000B"|"malattia"|6|6|8
"CNSL030005"|"Altri"|1|4|4
"CNSL030005"|"Maternità"|4|6|6
"CNSL030005"|"malattia"|3|6|8
"CNTD04000P"|"Altri"|6|4|4
"CNTD04000P"|"Maternità"|5|6|6
"CNTD04000P"|"malattia"|3|6|8
"CNTF010005"|"Altri"|2|4|4
"CNTF010005"|"Maternità"|6|6|6
"CNTF010005"|"malattia"|4|6|8
"COEE029009"|"Altri"|4|4|4
"COEE029009"|"Maternità"|5|8|6
"COEE029009"|"malattia"|5|7|8
"COEE04400B"|"Altri"|7|4|4
"COEE04400B"|"Maternità"|13|8|6
"COEE04400B"|"malattia"|10|7|8
"COEE046003"|"Altri"|1|4|4
"COEE046003"|"Maternità"|8|8|6
"COEE046003"|"malattia"|8|7|8
"COEE054002"|"Altri"|7|4|4
"COEE054002"|"Maternità"|16|8|6
"COEE054002"|"malattia"|8|7|8
"COEE058009"|"Altri"|2|4|4
"COEE058009"|"Maternità"|5|8|6
"COEE058009"|"malattia"|6|7|8
"COIC80100B"|"Altri"|7|4|4
"COIC80100B"|"Maternità"|17|8|6
"COIC80100B"|"malattia"|9|7|8
"COIC802007"|"Altri"|2|4|4
"COIC802007"|"Maternità"|5|8|6
"COIC802007"|"malattia"|7|7|8
