codice_scuola|tipo_assenza|scuola|regionale|nazione
"BOIC83600D"|"malattia"|33|16|15
"BOIC837009"|"Altri"|6|7|8
"BOIC837009"|"Maternità"|0|3|2
"BOIC837009"|"malattia"|18|16|15
"BOIC838005"|"Maternità"|0|3|2
"BOIC838005"|"Altri"|3|7|8
"BOIC838005"|"malattia"|11|16|15
"BOIC839001"|"malattia"|13|16|15
"BOIC839001"|"Altri"|15|7|8
"BOIC839001"|"Maternità"|3|3|2
"BOIC840005"|"Maternità"|0|3|2
"BOIC840005"|"Altri"|7|7|8
"BOIC840005"|"malattia"|15|16|15
"BOIC84200R"|"malattia"|10|16|15
"BOIC84200R"|"Altri"|4|7|8
"BOIC84200R"|"Maternità"|0|3|2
"BOIC84300L"|"Altri"|5|7|8
"BOIC84300L"|"Maternità"|0|3|2
"BOIC84300L"|"malattia"|9|16|15
"BOIC84400C"|"Maternità"|6|3|2
"BOIC84400C"|"malattia"|9|16|15
"BOIC84400C"|"Altri"|6|7|8
"BOIC845008"|"Maternità"|0|3|2
"BOIC845008"|"Altri"|9|7|8
"BOIC845008"|"malattia"|13|16|15
"BOIC846004"|"Altri"|3|7|8
"BOIC846004"|"Maternità"|12|3|2
"BOIC846004"|"malattia"|20|16|15
"BOIC84700X"|"Maternità"|1|3|2
"BOIC84700X"|"Altri"|7|7|8
"BOIC84700X"|"malattia"|14|16|15
"BOIC84800Q"|"Maternità"|0|3|2
"BOIC84800Q"|"Altri"|3|7|8
"BOIC84800Q"|"malattia"|8|16|15
"BOIC84900G"|"Maternità"|0|3|2
"BOIC84900G"|"Altri"|10|7|8
"BOIC84900G"|"malattia"|8|16|15
"BOIC85000Q"|"Maternità"|0|3|2
"BOIC85000Q"|"malattia"|11|16|15
"BOIC85000Q"|"Altri"|9|7|8
"BOIC85100G"|"Maternità"|1|3|2
"BOIC85100G"|"malattia"|2|16|15
"BOIC85100G"|"Altri"|3|7|8
"BOIC85200B"|"Maternità"|1|3|2
"BOIC85200B"|"malattia"|10|16|15
"BOIC85200B"|"Altri"|3|7|8
"BOIC853007"|"Altri"|6|7|8
"BOIC853007"|"Maternità"|12|3|2
"BOIC853007"|"malattia"|23|16|15
"BOIC854003"|"Maternità"|0|3|2
"BOIC854003"|"malattia"|15|16|15
"BOIC854003"|"Altri"|6|7|8
"BOIC85500V"|"malattia"|22|16|15
"BOIC85500V"|"Altri"|3|7|8
"BOIC85500V"|"Maternità"|0|3|2
"BOIC85600P"|"Maternità"|0|3|2
"BOIC85600P"|"malattia"|14|16|15
"BOIC85600P"|"Altri"|15|7|8
"BOIC85700E"|"Maternità"|13|3|2
"BOIC85700E"|"malattia"|9|16|15
"BOIC85700E"|"Altri"|4|7|8
"BOIC85800A"|"Maternità"|4|3|2
"BOIC85800A"|"malattia"|10|16|15
"BOIC85800A"|"Altri"|4|7|8
"BOIC859006"|"malattia"|21|16|15
"BOIC859006"|"Maternità"|3|3|2
"BOIC859006"|"Altri"|3|7|8
"BOIC86000A"|"malattia"|31|16|15
"BOIC86000A"|"Maternità"|5|3|2
"BOIC86000A"|"Altri"|6|7|8
"BOIC862002"|"Maternità"|0|3|2
"BOIC862002"|"malattia"|13|16|15
"BOIC862002"|"Altri"|5|7|8
"BOIC86300T"|"Maternità"|1|3|2
"BOIC86300T"|"Altri"|14|7|8
"BOIC86300T"|"malattia"|21|16|15
"BOIC86400N"|"Maternità"|18|3|2
"BOIC86400N"|"malattia"|11|16|15
"BOIC86400N"|"Altri"|6|7|8
"BOIC86500D"|"Maternità"|0|3|2
"BOIC86500D"|"Altri"|8|7|8
"BOIC86500D"|"malattia"|14|16|15
"BOIC866009"|"Maternità"|0|3|2
"BOIC866009"|"malattia"|13|16|15
"BOIC866009"|"Altri"|10|7|8
"BOIC867005"|"Maternità"|1|3|2
"BOIC867005"|"malattia"|8|16|15
"BOIC867005"|"Altri"|4|7|8
"BOIC868001"|"malattia"|15|16|15
"BOIC868001"|"Maternità"|11|3|2
"BOIC868001"|"Altri"|6|7|8
"BOIC86900R"|"malattia"|14|16|15
"BOIC86900R"|"Maternità"|0|3|2
"BOIC86900R"|"Altri"|4|7|8
"BOIC870001"|"Altri"|5|7|8
"BOIC870001"|"malattia"|24|16|15
"BOIC870001"|"Maternità"|0|3|2
"BOIC87100R"|"malattia"|15|16|15
"BOIC87100R"|"Maternità"|0|3|2
"BOIC87100R"|"Altri"|6|7|8
"BOIC87200L"|"malattia"|13|16|15
"BOIC87200L"|"Maternità"|2|3|2
"BOIC87200L"|"Altri"|8|7|8
"BOIC87300C"|"Maternità"|10|3|2
"BOIC87300C"|"malattia"|14|16|15
"BOIC87300C"|"Altri"|25|7|8
"BOIC874008"|"Maternità"|3|3|2
"BOIC874008"|"malattia"|12|16|15
"BOIC874008"|"Altri"|5|7|8
"BOIC875004"|"Maternità"|1|3|2
"BOIC875004"|"malattia"|11|16|15
"BOIC875004"|"Altri"|3|7|8
"BOIC87600X"|"malattia"|15|16|15
"BOIC87600X"|"Maternità"|0|3|2
"BOIC87600X"|"Altri"|3|7|8
"BOIC87700Q"|"malattia"|14|16|15
"BOIC87700Q"|"Maternità"|2|3|2
"BOIC87700Q"|"Altri"|5|7|8
"BOIS00100P"|"malattia"|8|16|15
"BOIS00100P"|"Maternità"|2|3|2
"BOIS00100P"|"Altri"|4|7|8
"BOIS00200E"|"malattia"|13|16|15
"BOIS00200E"|"Maternità"|0|3|2
"BOIS00200E"|"Altri"|2|7|8
"BOIS00300A"|"malattia"|6|16|15
"BOIS00300A"|"Maternità"|7|3|2
"BOIS00300A"|"Altri"|13|7|8
"BOIS004006"|"Maternità"|3|3|2
"BOIS004006"|"malattia"|21|16|15
"BOIS004006"|"Altri"|6|7|8
"BOIS00600T"|"Maternità"|0|3|2
"BOIS00600T"|"malattia"|9|16|15
"BOIS00600T"|"Altri"|2|7|8
"BOIS00700N"|"Maternità"|8|3|2
"BOIS00700N"|"malattia"|15|16|15
"BOIS00700N"|"Altri"|4|7|8
"BOIS00800D"|"Maternità"|0|3|2
"BOIS00800D"|"malattia"|14|16|15
"BOIS00800D"|"Altri"|10|7|8
"BOIS009009"|"Maternità"|0|3|2
"BOIS009009"|"malattia"|10|16|15
"BOIS009009"|"Altri"|7|7|8
"BOIS011009"|"Altri"|6|7|8
"BOIS011009"|"Maternità"|0|3|2
"BOIS011009"|"malattia"|5|16|15
"BOIS012005"|"Maternità"|0|3|2
"BOIS012005"|"malattia"|17|16|15
"BOIS012005"|"Altri"|6|7|8
"BOIS013001"|"malattia"|15|16|15
"BOIS013001"|"Maternità"|10|3|2
"BOIS013001"|"Altri"|4|7|8
"BOIS01400R"|"Maternità"|0|3|2
"BOIS01400R"|"malattia"|14|16|15
"BOIS01400R"|"Altri"|8|7|8
"BOIS01600C"|"Maternità"|1|3|2
"BOIS01600C"|"malattia"|25|16|15
"BOIS01600C"|"Altri"|3|7|8
"BOIS017008"|"Maternità"|0|3|2
"BOIS017008"|"malattia"|19|16|15
"BOIS017008"|"Altri"|7|7|8
"BOIS01900X"|"malattia"|1|16|15
"BOIS01900X"|"Maternità"|139|3|2
"BOIS01900X"|"Altri"|0|7|8
"BOIS02100X"|"malattia"|32|16|15
"BOIS02100X"|"Maternità"|23|3|2
"BOIS02100X"|"Altri"|4|7|8
"BOIS02200Q"|"malattia"|18|16|15
"BOIS02200Q"|"Maternità"|7|3|2
"BOIS02200Q"|"Altri"|5|7|8
"BOMM34500X"|"malattia"|12|16|15
"BOMM34500X"|"Maternità"|1|3|2
"BOMM34500X"|"Altri"|18|7|8
"BOMM34700G"|"malattia"|10|16|15
"BOMM34700G"|"Maternità"|1|3|2
"BOMM34700G"|"Altri"|4|7|8
"BOPC02000A"|"Maternità"|0|3|2
"BOPC02000A"|"malattia"|12|16|15
"BOPC02000A"|"Altri"|6|7|8
"BOPC030001"|"Maternità"|4|3|2
"BOPC030001"|"malattia"|21|16|15
"BOPC030001"|"Altri"|3|7|8
"BOPM030005"|"Maternità"|0|3|2
"BOPM030005"|"malattia"|22|16|15
"BOPM030005"|"Altri"|4|7|8
"BOPS01000V"|"malattia"|8|16|15
"BOPS01000V"|"Maternità"|0|3|2
"BOPS01000V"|"Altri"|2|7|8
"BOPS02000D"|"malattia"|12|16|15
"BOPS02000D"|"Maternità"|0|3|2
"BOPS02000D"|"Altri"|6|7|8
"BOPS030004"|"Altri"|36|7|8
"BOPS030004"|"malattia"|12|16|15
"BOPS030004"|"Maternità"|0|3|2
"BOPS04000P"|"malattia"|25|16|15
"BOPS04000P"|"Maternità"|26|3|2
"BOPS04000P"|"Altri"|5|7|8
"BOPS080005"|"malattia"|19|16|15
"BOPS080005"|"Maternità"|0|3|2
"BOPS080005"|"Altri"|3|7|8
"BORC03000L"|"Maternità"|0|3|2
"BORC03000L"|"malattia"|11|16|15
"BORC03000L"|"Altri"|19|7|8
"BORI023017"|"Maternità"|0|3|2
"BORI023017"|"malattia"|33|16|15
"BORI023017"|"Altri"|7|7|8
"BORI024024"|"Maternità"|0|3|2
"BORI024024"|"malattia"|16|16|15
"BORI024024"|"Altri"|3|7|8
"BOTD06000Q"|"malattia"|8|16|15
"BOTD06000Q"|"Maternità"|0|3|2
"BOTD06000Q"|"Altri"|5|7|8
"BOTD080001"|"malattia"|30|16|15
"BOTD080001"|"Maternità"|0|3|2
"BOTD080001"|"Altri"|8|7|8
"BOTF023014"|"Altri"|14|7|8
"BOTF023014"|"malattia"|27|16|15
"BOTF023014"|"Maternità"|2|3|2
"BOTF04000R"|"malattia"|31|16|15
"BOTF04000R"|"Maternità"|4|3|2
"BOTF04000R"|"Altri"|8|7|8
"BREE00100Q"|"malattia"|40|14|15
"BREE00100Q"|"Maternità"|0|1|2
"BREE00100Q"|"Altri"|1|8|8
"BREE00200G"|"Maternità"|0|1|2
"BREE00200G"|"malattia"|13|14|15
"BREE00200G"|"Altri"|2|8|8
"BREE00300B"|"Maternità"|1|1|2
"BREE00300B"|"malattia"|6|14|15
"BREE00300B"|"Altri"|4|8|8
"BREE005003"|"Maternità"|0|1|2
"BREE005003"|"malattia"|9|14|15
"BREE005003"|"Altri"|7|8|8
"BREE00600V"|"malattia"|18|14|15
"BREE00600V"|"Maternità"|0|1|2
"BREE00600V"|"Altri"|9|8|8
"BREE00700P"|"malattia"|13|14|15
"BREE00700P"|"Maternità"|0|1|2
"BREE00700P"|"Altri"|4|8|8
"BREE00800E"|"Altri"|3|8|8
"BREE00800E"|"malattia"|9|14|15
"BREE00800E"|"Maternità"|0|1|2
"BREE00900A"|"malattia"|6|14|15
"BREE00900A"|"Maternità"|0|1|2
"BREE00900A"|"Altri"|13|8|8
"BREE01000E"|"malattia"|8|14|15
"BREE01000E"|"Maternità"|0|1|2
"BREE01000E"|"Altri"|15|8|8
"BREE013002"|"Maternità"|0|1|2
"BREE013002"|"malattia"|10|14|15
"BREE013002"|"Altri"|9|8|8
"BREE01400T"|"Maternità"|0|1|2
"BREE01400T"|"malattia"|3|14|15
"BREE01400T"|"Altri"|12|8|8
"BREE01500N"|"Maternità"|0|1|2
"BREE01500N"|"malattia"|5|14|15
"BREE01500N"|"Altri"|15|8|8
"BREE01600D"|"malattia"|18|14|15
"BREE01600D"|"Maternità"|1|1|2
"BREE01600D"|"Altri"|19|8|8
"BREE019001"|"malattia"|5|14|15
"BREE019001"|"Maternità"|0|1|2
"BREE019001"|"Altri"|14|8|8
"BREE021001"|"malattia"|20|14|15
"BREE021001"|"Maternità"|0|1|2
"BREE021001"|"Altri"|9|8|8
"BREE02200R"|"malattia"|14|14|15
"BREE02200R"|"Maternità"|1|1|2
"BREE02200R"|"Altri"|5|8|8
"BREE02300L"|"malattia"|6|14|15
"BREE02300L"|"Maternità"|0|1|2
"BREE02300L"|"Altri"|2|8|8
"BREE02400C"|"Maternità"|0|1|2
"BREE02400C"|"malattia"|10|14|15
"BREE02400C"|"Altri"|15|8|8
"BREE025008"|"Maternità"|0|1|2
"BREE025008"|"malattia"|7|14|15
"BREE025008"|"Altri"|3|8|8
"BREE026004"|"Altri"|9|8|8
"BREE026004"|"Maternità"|0|1|2
"BREE026004"|"malattia"|10|14|15
"BREE02700X"|"Altri"|5|8|8
"BREE02700X"|"Maternità"|1|1|2
"BREE02700X"|"malattia"|13|14|15
"BREE02900G"|"malattia"|22|14|15
"BREE02900G"|"Altri"|8|8|8
"BREE02900G"|"Maternità"|0|1|2
"BREE03100G"|"Maternità"|0|1|2
"BREE03100G"|"malattia"|7|14|15
"BREE03100G"|"Altri"|12|8|8
"BREE03200B"|"Maternità"|0|1|2
"BREE03200B"|"malattia"|8|14|15
"BREE03200B"|"Altri"|10|8|8
"BREE03500V"|"Maternità"|4|1|2
"BREE03500V"|"malattia"|20|14|15
"BREE03500V"|"Altri"|11|8|8
"BREE03600P"|"Altri"|22|8|8
"BREE03600P"|"malattia"|6|14|15
"BREE03600P"|"Maternità"|0|1|2
"BREE03700E"|"Maternità"|0|1|2
"BREE03700E"|"malattia"|31|14|15
"BREE03700E"|"Altri"|9|8|8
"BREE03800A"|"Maternità"|0|1|2
"BREE03800A"|"malattia"|29|14|15
"BREE03800A"|"Altri"|2|8|8
"BREE04300T"|"Maternità"|0|1|2
"BREE04300T"|"malattia"|11|14|15
"BREE04300T"|"Altri"|8|8|8
"BREE046009"|"malattia"|8|14|15
"BREE046009"|"Altri"|9|8|8
"BREE046009"|"Maternità"|0|1|2
"BREE047005"|"Maternità"|0|1|2
"BREE047005"|"malattia"|19|14|15
"BREE047005"|"Altri"|6|8|8
"BREE04900R"|"Maternità"|0|1|2
"BREE04900R"|"malattia"|4|14|15
"BREE04900R"|"Altri"|11|8|8
"BREE05200L"|"Maternità"|0|1|2
"BREE05200L"|"malattia"|22|14|15
"BREE05200L"|"Altri"|9|8|8
"BREE05300C"|"malattia"|26|14|15
"BREE05300C"|"Altri"|3|8|8
"BREE05300C"|"Maternità"|0|1|2
"BRIC80000T"|"Maternità"|0|1|2
"BRIC80000T"|"malattia"|23|14|15
"BRIC80000T"|"Altri"|1|8|8
"BRIC80100N"|"Maternità"|0|1|2
"BRIC80100N"|"malattia"|15|14|15
"BRIC80100N"|"Altri"|5|8|8
"BRIC80200D"|"Maternità"|0|1|2
"BRIC80200D"|"malattia"|13|14|15
"BRIC80200D"|"Altri"|1|8|8
"BRIC803009"|"malattia"|18|14|15
"BRIC803009"|"Altri"|8|8|8
"BRIC803009"|"Maternità"|0|1|2
"BRIC805001"|"Maternità"|0|1|2
"BRIC805001"|"malattia"|13|14|15
"BRIC805001"|"Altri"|7|8|8
"BRIC80600R"|"Maternità"|0|1|2
"BRIC80600R"|"malattia"|11|14|15
"BRIC80600R"|"Altri"|21|8|8
"BRIS00200N"|"Maternità"|0|1|2
"BRIS00200N"|"malattia"|9|14|15
"BRIS00200N"|"Altri"|11|8|8
"BRIS00300D"|"Altri"|14|8|8
"BRIS00300D"|"malattia"|7|14|15
"BRIS00300D"|"Maternità"|0|1|2
"BRIS004009"|"Maternità"|0|1|2
"BRIS004009"|"malattia"|11|14|15
"BRIS004009"|"Altri"|13|8|8
"BRIS006001"|"Maternità"|0|1|2
"BRIS006001"|"malattia"|18|14|15
"BRIS006001"|"Altri"|14|8|8
"BRIS00700R"|"Maternità"|0|1|2
"BRIS00700R"|"malattia"|23|14|15
"BRIS00700R"|"Altri"|9|8|8
"BRIS00800L"|"malattia"|4|14|15
"BRIS00800L"|"Altri"|6|8|8
"BRIS00800L"|"Maternità"|0|1|2
"BRIS00900C"|"Altri"|4|8|8
"BRIS00900C"|"Maternità"|3|1|2
"BRIS00900C"|"malattia"|10|14|15
"BRIS01100C"|"Maternità"|0|1|2
"BRIS01100C"|"malattia"|15|14|15
"BRIS01100C"|"Altri"|9|8|8
"BRIS012008"|"Maternità"|0|1|2
"BRIS012008"|"malattia"|4|14|15
"BRIS012008"|"Altri"|4|8|8
"BRIS013004"|"malattia"|12|14|15
"BRIS013004"|"Altri"|30|8|8
"BRIS013004"|"Maternità"|1|1|2
"BRMM004006"|"Maternità"|0|1|2
"BRMM004006"|"malattia"|3|14|15
"BRMM004006"|"Altri"|5|8|8
"BRMM020004"|"Maternità"|0|1|2
"BRMM020004"|"malattia"|5|14|15
"BRMM020004"|"Altri"|9|8|8
"BRMM02200Q"|"malattia"|6|14|15
"BRMM02200Q"|"Altri"|11|8|8
"BRMM02200Q"|"Maternità"|19|1|2
"BRMM02900E"|"Maternità"|0|1|2
"BRMM02900E"|"malattia"|3|14|15
"BRMM02900E"|"Altri"|6|8|8
"BRMM039005"|"Maternità"|0|1|2
"BRMM039005"|"malattia"|11|14|15
"BRMM039005"|"Altri"|2|8|8
"BRMM041005"|"Maternità"|0|1|2
"BRMM041005"|"malattia"|29|14|15
"BRMM041005"|"Altri"|10|8|8
"BRMM04400L"|"Altri"|4|8|8
"BRMM04400L"|"malattia"|16|14|15
"BRMM04400L"|"Maternità"|0|1|2
"BRMM05300B"|"Maternità"|0|1|2
"BRMM05300B"|"malattia"|15|14|15
"BRMM05300B"|"Altri"|12|8|8
"BRMM054007"|"Maternità"|0|1|2
"BRMM054007"|"malattia"|36|14|15
"BRMM054007"|"Altri"|5|8|8
"BRMM055003"|"malattia"|9|14|15
"BRMM055003"|"Altri"|7|8|8
"BRMM055003"|"Maternità"|0|1|2
"BRMM05600V"|"Altri"|6|8|8
"BRMM05600V"|"Maternità"|1|1|2
"BRMM05600V"|"malattia"|8|14|15
"BRMM05700P"|"Maternità"|3|1|2
"BRMM05700P"|"malattia"|12|14|15
"BRMM05700P"|"Altri"|11|8|8
"BRMM05800E"|"Maternità"|0|1|2
"BRMM05800E"|"malattia"|8|14|15
"BRMM05800E"|"Altri"|9|8|8
"BRMM05900A"|"malattia"|36|14|15
"BRMM05900A"|"Altri"|5|8|8
"BRMM05900A"|"Maternità"|0|1|2
"BRMM06000E"|"Maternità"|0|1|2
"BRMM06000E"|"malattia"|8|14|15
"BRMM06000E"|"Altri"|3|8|8
"BRMM06100A"|"Maternità"|0|1|2
"BRMM06100A"|"malattia"|31|14|15
"BRMM06100A"|"Altri"|5|8|8
"BRMM062006"|"Maternità"|0|1|2
"BRMM062006"|"malattia"|37|14|15
"BRMM062006"|"Altri"|1|8|8
"BRMM063002"|"malattia"|26|14|15
"BRMM063002"|"Altri"|21|8|8
"BRMM063002"|"Maternità"|0|1|2
"BRMM06400T"|"Maternità"|0|1|2
"BRMM06400T"|"malattia"|8|14|15
"BRMM06400T"|"Altri"|9|8|8
"BRMM06500N"|"Maternità"|0|1|2
"BRMM06500N"|"malattia"|19|14|15
"BRMM06500N"|"Altri"|11|8|8
"BRMM80701N"|"Maternità"|0|1|2
"BRMM80701N"|"malattia"|14|14|15
"BRMM80701N"|"Altri"|10|8|8
"BRMM80801D"|"Maternità"|0|1|2
"BRMM80801D"|"malattia"|41|14|15
"BRMM80801D"|"Altri"|3|8|8
"BRPM010003"|"Maternità"|0|1|2
"BRPM010003"|"malattia"|14|14|15
"BRPM010003"|"Altri"|2|8|8
"BRPM04000V"|"Altri"|11|8|8
"BRPM04000V"|"malattia"|3|14|15
"BRPM04000V"|"Maternità"|0|1|2
"BRPS030007"|"Maternità"|0|1|2
"BRPS030007"|"malattia"|21|14|15
"BRPS030007"|"Altri"|6|8|8
"BRPS060003"|"Maternità"|0|1|2
"BRPS060003"|"malattia"|15|14|15
"BRPS060003"|"Altri"|2|8|8
"BRRC01000E"|"Maternità"|1|1|2
"BRRC01000E"|"malattia"|15|14|15
"BRRC01000E"|"Altri"|14|8|8
"BRRF010008"|"malattia"|10|14|15
"BRRF010008"|"Altri"|11|8|8
"BRRF010008"|"Maternità"|0|1|2
"BRRH01000Q"|"Altri"|5|8|8
"BRRH01000Q"|"Maternità"|4|1|2
"BRRH01000Q"|"malattia"|13|14|15
"BRRI010007"|"Maternità"|2|1|2
"BRRI010007"|"malattia"|11|14|15
"BRRI010007"|"Altri"|18|8|8
"BRTD01000T"|"Maternità"|0|1|2
"BRTD01000T"|"malattia"|24|14|15
"BRTD01000T"|"Altri"|6|8|8
"BRTD04000N"|"malattia"|10|14|15
"BRTD04000N"|"Altri"|10|8|8
"BRTD04000N"|"Maternità"|0|1|2
"BRTD07000D"|"Maternità"|0|1|2
"BRTD07000D"|"malattia"|12|14|15
"BRTD07000D"|"Altri"|9|8|8
"BRTF010004"|"Maternità"|1|1|2
"BRTF010004"|"malattia"|9|14|15
"BRTF010004"|"Altri"|9|8|8
"BRTF02000P"|"Maternità"|0|1|2
"BRTF02000P"|"malattia"|21|14|15
"BRTF02000P"|"Altri"|8|8|8
"BRTF030009"|"malattia"|13|14|15
"BRTF030009"|"Altri"|24|8|8
"BRTF030009"|"Maternità"|0|1|2
"BRTH01000G"|"Maternità"|0|1|2
"BRTH01000G"|"malattia"|8|14|15
"BRTH01000G"|"Altri"|4|8|8
"BSEE023004"|"Maternità"|0|3|2
"BSEE023004"|"malattia"|11|15|15
"BSEE023004"|"Altri"|9|8|8
"BSEE031003"|"Maternità"|0|3|2
"BSEE031003"|"malattia"|6|15|15
"BSEE031003"|"Altri"|3|8|8
"BSEE07100D"|"malattia"|15|15|15
"BSEE07100D"|"Altri"|4|8|8
"BSEE07100D"|"Maternità"|5|3|2
"BSEE073005"|"Maternità"|0|3|2
"BSEE073005"|"malattia"|14|15|15
"BSEE073005"|"Altri"|3|8|8
"BSEE079004"|"Maternità"|0|3|2
"BSEE079004"|"Altri"|5|8|8
"BSEE079004"|"malattia"|5|15|15
"BSEE08900P"|"Maternità"|1|3|2
"BSEE08900P"|"Altri"|2|8|8
"BSEE08900P"|"malattia"|6|15|15
"BSEE09100P"|"malattia"|4|15|15
"BSEE09100P"|"Maternità"|2|3|2
"BSEE09100P"|"Altri"|30|8|8
"BSEE09700N"|"Maternità"|2|3|2
"BSEE09700N"|"malattia"|11|15|15
"BSEE09700N"|"Altri"|24|8|8
"BSEE10500B"|"malattia"|15|15|15
"BSEE10500B"|"Maternità"|1|3|2
"BSEE10500B"|"Altri"|6|8|8
"BSEE107003"|"Maternità"|3|3|2
"BSEE107003"|"malattia"|12|15|15
"BSEE107003"|"Altri"|14|8|8
"BSEE115002"|"malattia"|11|15|15
"BSEE115002"|"Maternità"|0|3|2
"BSEE115002"|"Altri"|6|8|8
"BSEE121009"|"Maternità"|0|3|2
"BSEE121009"|"malattia"|12|15|15
"BSEE121009"|"Altri"|3|8|8
"BSEE127008"|"Maternità"|0|3|2
"BSEE127008"|"malattia"|14|15|15
"BSEE127008"|"Altri"|9|8|8
"BSEE13300G"|"Maternità"|0|3|2
"BSEE13300G"|"malattia"|11|15|15
"BSEE13300G"|"Altri"|2|8|8
"BSEE14500T"|"malattia"|10|15|15
"BSEE14500T"|"Altri"|18|8|8
"BSEE14500T"|"Maternità"|9|3|2
"BSEE14700D"|"Maternità"|0|3|2
"BSEE14700D"|"malattia"|5|15|15
"BSEE14700D"|"Altri"|2|8|8
"BSEE149005"|"Maternità"|6|3|2
"BSEE149005"|"malattia"|11|15|15
"BSEE149005"|"Altri"|2|8|8
"BSEE15300R"|"malattia"|14|15|15
"BSEE15300R"|"Maternità"|0|3|2
"BSEE15300R"|"Altri"|21|8|8
"BSEE15500C"|"Altri"|5|8|8
"BSEE15500C"|"malattia"|9|15|15
"BSEE15500C"|"Maternità"|0|3|2
"BSIC802001"|"Maternità"|13|3|2
"BSIC802001"|"malattia"|9|15|15
"BSIC802001"|"Altri"|4|8|8
"BSIC80300R"|"Maternità"|8|3|2
"BSIC80300R"|"malattia"|10|15|15
"BSIC80300R"|"Altri"|15|8|8
"BSIC80400L"|"Maternità"|2|3|2
"BSIC80400L"|"malattia"|13|15|15
"BSIC80400L"|"Altri"|2|8|8
"BSIC80500C"|"malattia"|26|15|15
"BSIC80500C"|"Altri"|4|8|8
"BSIC80500C"|"Maternità"|1|3|2
"BSIC806008"|"Altri"|2|8|8
"BSIC806008"|"Maternità"|0|3|2
"BSIC806008"|"malattia"|6|15|15
"BSIC807004"|"Maternità"|0|3|2
"BSIC807004"|"malattia"|23|15|15
"BSIC807004"|"Altri"|4|8|8
"BSIC80800X"|"Maternità"|0|3|2
"BSIC80800X"|"malattia"|4|15|15
"BSIC80800X"|"Altri"|2|8|8
"BSIC80900Q"|"malattia"|12|15|15
"BSIC80900Q"|"Altri"|6|8|8
"BSIC80900Q"|"Maternità"|1|3|2
"BSIC81000X"|"Maternità"|1|3|2
"BSIC81000X"|"malattia"|14|15|15
"BSIC81000X"|"Altri"|5|8|8
"BSIC81100Q"|"Maternità"|0|3|2
"BSIC81100Q"|"malattia"|16|15|15
"BSIC81100Q"|"Altri"|1|8|8
"BSIC81200G"|"Maternità"|0|3|2
"BSIC81200G"|"malattia"|9|15|15
"BSIC81200G"|"Altri"|3|8|8
"BSIC81300B"|"malattia"|11|15|15
"BSIC81300B"|"Altri"|13|8|8
"BSIC81300B"|"Maternità"|7|3|2
"BSIC814007"|"Maternità"|1|3|2
"BSIC814007"|"malattia"|22|15|15
"BSIC814007"|"Altri"|2|8|8
"BSIC815003"|"Maternità"|1|3|2
"BSIC815003"|"malattia"|23|15|15
"BSIC815003"|"Altri"|9|8|8
"BSIC81600V"|"Maternità"|0|3|2
"BSIC81600V"|"malattia"|16|15|15
"BSIC81600V"|"Altri"|31|8|8
"BSIC81700P"|"Altri"|27|8|8
"BSIC81700P"|"malattia"|7|15|15
"BSIC81700P"|"Maternità"|0|3|2
"BSIC81800E"|"Maternità"|0|3|2
"BSIC81800E"|"malattia"|22|15|15
"BSIC81800E"|"Altri"|9|8|8
"BSIC81900A"|"Maternità"|1|3|2
"BSIC81900A"|"malattia"|16|15|15
"BSIC81900A"|"Altri"|3|8|8
"BSIC82000E"|"Maternità"|0|3|2
"BSIC82000E"|"malattia"|9|15|15
"BSIC82000E"|"Altri"|7|8|8
"BSIC82100A"|"malattia"|11|15|15
"BSIC82100A"|"Altri"|7|8|8
"BSIC82100A"|"Maternità"|4|3|2
"BSIC822006"|"Maternità"|0|3|2
"BSIC822006"|"malattia"|15|15|15
"BSIC822006"|"Altri"|6|8|8
"BSIC823002"|"Maternità"|0|3|2
"BSIC823002"|"malattia"|16|15|15
"BSIC823002"|"Altri"|3|8|8
"BSIC82400T"|"Maternità"|0|3|2
"BSIC82400T"|"malattia"|19|15|15
"BSIC82400T"|"Altri"|4|8|8
"BSIC82500N"|"malattia"|27|15|15
"BSIC82500N"|"Altri"|4|8|8
"BSIC82500N"|"Maternità"|10|3|2
"BSIC82600D"|"Maternità"|0|3|2
"BSIC82600D"|"malattia"|21|15|15
"BSIC82600D"|"Altri"|3|8|8
"BSIC827009"|"Maternità"|1|3|2
"BSIC827009"|"malattia"|15|15|15
"BSIC827009"|"Altri"|11|8|8
"BSIC828005"|"Maternità"|0|3|2
"BSIC828005"|"malattia"|24|15|15
"BSIC828005"|"Altri"|7|8|8
"BSIC829001"|"malattia"|10|15|15
"BSIC829001"|"Altri"|5|8|8
"BSIC829001"|"Maternità"|0|3|2
"BSIC830005"|"Maternità"|0|3|2
"BSIC830005"|"malattia"|23|15|15
"BSIC830005"|"Altri"|4|8|8
"BSIC831001"|"Maternità"|0|3|2
"BSIC831001"|"malattia"|7|15|15
"BSIC831001"|"Altri"|2|8|8
"BSIC83200R"|"Maternità"|0|3|2
"BSIC83200R"|"malattia"|18|15|15
"BSIC83200R"|"Altri"|16|8|8
"BSIC83300L"|"Altri"|3|8|8
"BSIC83300L"|"malattia"|7|15|15
"BSIC83300L"|"Maternità"|5|3|2
"BSIC83400C"|"Maternità"|3|3|2
"BSIC83400C"|"malattia"|10|15|15
"BSIC83400C"|"Altri"|5|8|8
"BSIC835008"|"Maternità"|7|3|2
"BSIC835008"|"malattia"|9|15|15
"BSIC835008"|"Altri"|2|8|8
